Group,Phase,Mineralogy,Grain Label,Reference,Meteorite,Technique,Size (nm),Notes,17O/16O,Error[17O/16O],18O/16O,Error[18O/16O],d(29Si/28Si),Error[d(29Si/28Si)],d(30Si/28Si),Error[d(30Si/28Si)],d(25Mg/24Mg),Error[d(25Mg/24Mg)],d(26Mg/24Mg),Error[d(26Mg/24Mg)],27Al/24Mg,Error[27Al/24Mg],26Al/27Al,Error[26Al/27Al],41Ca/42Ca,Error[41Ca/42Ca],d(42Ca/40Ca),Error[d(42Ca/40Ca)],d(43Ca/40Ca),Error[d(43Ca/40Ca)],d(44Ca/40Ca),Error[d(44Ca/40Ca)],d(46Ti/48Ti),Error[d(46Ti/48Ti)],d(47Ti/48Ti),Error[d(47Ti/48Ti)],d(49Ti/48Ti),Error[d(49Ti/48Ti)],d(50Ti/48Ti),Error[d(50Ti/48Ti)],d(50Cr/52Cr),Error[d(50Cr/52Cr)],d(53Cr/52Cr),Error[d(53Cr/52Cr)],d(54Cr/52Cr),Error[d(54Cr/52Cr)],d(54Fe/56Fe),Error[d(54Fe/56Fe)],d(57Fe/56Fe),Error[d(57Fe/56Fe)],d(58Fe/56Fe),Error[d(58Fe/56Fe)],d(60Ni/58Ni),Error[d(60Ni/58Ni)],d(61Ni/58Ni),Error[d(61Ni/58Ni)],d(62Ni/58Ni),Error[d(62Ni/58Ni)]
1,Oxide,Corundum,KC9,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0023800000,0.0000400000,0.0018500000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH10,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0008390000,0.0000390000,0.0019600000,9.00E-05,,,,,214,38,4040,110,,,3.09E-03,9.00E-05,1.80E-05,3.00E-06,249,12,118,27,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH12,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0020000000,0.0000700000,0.0012700000,6.00E-05,,,,,69,30,880,47,,,8.40E-04,4.00E-05,1.60E-05,3.00E-06,42,15,74,34,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH14,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0012100000,0.0000400000,0.0017200000,5.00E-05,,,,,-212,20,10910,190,,,7.50E-03,1.00E-04,2.09E-04,5.00E-06,22,9,27,21,-18,8,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH16,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0006200000,0.0000670000,0.0015200000,1.00E-04,,,,,-125,24,18960,260,,,1.12E-02,2.00E-04,2.07E-04,1.20E-05,45,27,-11,46,-26,31,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH17,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0029200000,0.0000600000,0.0015200000,9.00E-05,,,,,82,22,234,25,,,4.40E-04,5.00E-01,5.70E-05,5.00E-06,70,25,-2,40,-5,31,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH19,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0007610000,0.0000770000,0.0013000000,2.10E-04,,,,,-113,78,5600,310,,,4.00E-03,2.00E-04,,,8,24,-42,40,-6,31,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH20,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0007150000,0.0000220000,0.0019600000,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH21,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0006840000,0.0000160000,0.0012300000,8.00E-05,,,,,-198,11,13900,140,,,1.78E-02,2.00E-04,1.28E-04,2.80E-05,3,20,-23,28,-20,30,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH3,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0007470000,0.0000110000,0.0011800000,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH4,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0008700000,0.0000070000,0.0015300000,1.00E-05,,,,,-77,17,166,22,,,1.80E-04,2.00E-05,,,1,7,-21,18,-16,8,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH5,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005030000,0.0000080000,0.0014900000,1.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH6,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005770000,0.0000080000,0.0015800000,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH7,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0004640000,0.0000080000,0.0016300000,5.00E-05,,,,,-17,14,13120,190,,,2.16E-02,3.00E-04,,,3,6,7,16,-2,7,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH8,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0017500000,0.0000300000,0.0014400000,4.00E-05,,,,,49,28,31,28,,,,,,,36,13,29,29,63,10,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Hibonite,KH9,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0004510000,0.0000140000,0.0016000000,8.00E-05,,,,,-9,18,12900,200,,,1.43E-02,2.00E-04,,,-7,7,14,19,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Ti Oxide,KT2,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0004840000,0.0000280000,0.0019000000,1.20E-04,,,,,,,,,,,,,,,,,,,,,-7,12,-9,10,13,10,8,13,,,,,,,,,,,,,,,,,,
1,Oxide,,KU1,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0004660000,0.0000180000,0.0019100000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,KU2,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0018000000,0.0001000000,0.0024700000,2.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,,KU3,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0012500000,0.0001300000,0.0020800000,1.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,OC12,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005230000,0.0000220000,0.0018200000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Ti Oxide,OC13,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0004540000,0.0000090000,0.0019700000,7.00E-05,,,,,,,,,,,,,,,,,,,,,-14,5,-9,3,5,3,11,5,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,OC4,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0009460000,0.0001470000,0.0015100000,2.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,OC5,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005290000,0.0000230000,0.0019400000,1.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,OC6,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0004680000,0.0000100000,0.0016900000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,OC9,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005400000,0.0000120000,0.0014600000,5.00E-05,,,,,-6,13,9770,140,,,8.60E-03,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T102,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0019000000,0.0000900000,0.0019600000,4.50E-04,,,,,-26,19,-24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T103,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0015500000,0.0000700000,0.0013000000,1.10E-04,,,,,31,22,640,110,,,2.80E-04,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T104,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0015900000,0.0000400000,0.0019600000,6.00E-05,,,,,-11,14,2360,150,,,5.40E-04,9.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T105,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0013000000,0.0000400000,0.0009690000,5.40E-05,,,,,7,36,11770,440,,,3.70E-03,6.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T108,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0007490000,0.0000870000,0.0012600000,1.10E-04,,,,,27,31,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T110,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0004050000,0.0000260000,0.0013800000,1.10E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T111,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005100000,0.0000250000,0.0016500000,1.00E-04,,,,,-49,47,16810,540,,,1.80E-03,3.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T112,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0009550000,0.0000440000,0.0017100000,1.70E-04,,,,,35,42,46,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T114,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0006410000,0.0000340000,0.0014700000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T95,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0039400000,0.0001200000,0.0016900000,5.00E-05,,,,,23,83,36,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T96,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0019600000,0.0000400000,0.0015900000,5.00E-05,,,,,125,59,619,67,,,6.30E-05,9.00E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T97,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0015400000,0.0000200000,0.0015300000,3.00E-05,,,,,37,60,41000,3000,,,3.30E-03,5.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T98,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0013700000,0.0000800000,0.0016800000,1.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,T99,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005310000,0.0000300000,0.0010800000,6.00E-05,,,,,102,70,380,100,,,2.00E-04,2.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,UOC-C1,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0011100000,0.0000500000,0.0018600000,9.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,UOC-S1,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005350000,0.0000360000,0.0012900000,8.00E-05,,,,,-4,11,241,14,,,1.18E-02,7.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Ti Oxide,UOC-T1,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0006290000,0.0000740000,0.0016700000,1.30E-04,,,,,,,,,,,,,,,,,,,,,4,16,12,15,-30,14,10,14,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,KC1,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0007300000,0.0000190000,0.0002450000,2.20E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,KC10,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0012000000,0.0000300000,0.0000230000,9.40E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,KC11,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0006620000,0.0000540000,0.0005180000,6.90E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,KC13,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0013000000,0.0000700000,0.0002190000,5.90E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,KC19,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0012600000,0.0001000000,0.0001870000,3.20E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,KC22,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0008990000,0.0000570000,0.0004780000,2.70E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,KC24,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0006540000,0.0000540000,0.0006670000,4.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,KC25,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0010600000,0.0000300000,0.0001050000,1.10E-05,,,,,86,159,1200000,60000,,,1.01E-02,5.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,KC28,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005850000,0.0000440000,0.0007510000,4.70E-05,,,,,125,50,645000,10000,,,6.30E-02,1.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,KC30,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0006610000,0.0000490000,0.0003760000,7.80E-05,,,,,55,24,8470,130,,,6.20E-03,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,KC31,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0012600000,0.0000600000,0.0001370000,2.60E-05,,,,,-76,93,392000,12000,,,3.40E-02,1.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,KC32,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0011700000,0.0000400000,0.0000992000,1.48E-05,,,,,-41,245,1760000,130000,,,1.08E-02,8.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,KC7,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0011700000,0.0000600000,0.0002160000,4.60E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Hibonite,KH1,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0006590000,0.0000110000,0.0002250000,3.80E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Hibonite,KH13,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0011500000,0.0000400000,0.0005870000,2.00E-05,,,,,237,20,41340,570,,,4.27E-02,6.00E-04,3.60E-05,1.00E-06,-40,6,22,16,115,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Hibonite,KH15,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0011700000,0.0000400000,0.0004660000,1.70E-05,,,,,-68,14,2882,55,,,8.20E-03,2.00E-04,1.02E-04,2.00E-06,8.7,7,-1,18,-12,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Hibonite,KH18,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0009310000,0.0000190000,0.0007020000,2.20E-05,,,,,197,15,30490,290,,,7.76E-04,7.00E-02,1.40E-05,1.40E-06,-18,20,-8,31,-5,30,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Spinel,M16,Nittler ApJ 2008,Murray,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0011000000,0.0004900000,0.0001930000,4.00E-05,,,,,192,21,719,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,OC14,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0005320000,0.0000190000,0.0008120000,4.10E-05,,,,,-80,60,440,180,,,7.20E-04,1.60E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,,OC8,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0009100000,0.0001120000,0.0006490000,3.29E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T106,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0011000000,0.0000600000,0.0002030000,4.90E-05,,,,,-3,42,20890,980,,,1.00E-02,1.60E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Corundum,T107,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0009590000,0.0000510000,0.0005580000,1.92E-04,,,,,32,42,44,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Hibonite,UOC-H2,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0009010000,0.0000630000,0.0004950000,6.60E-05,,,,,318,37,20660,360,,,5.90E-02,3.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Hibonite,KH11,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0003240000,0.0000300000,0.0016300000,1.00E-04,,,,,13,14,-28,16,,,,,,,32,7,54,18,44,8,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,KS1,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0003310000,0.0000820000,0.0014300000,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,KS2,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0003050000,0.0000400000,0.0013700000,1.40E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Corundum,T100,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0003330000,0.0000180000,0.0012900000,5.00E-05,,,,,-18,41,-4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Corundum,T109,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0002640000,0.0000200000,0.0009670000,7.40E-05,,,,,8,42,940,130,,,6.80E-04,1.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Hibonite,KH2,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0006950000,0.0000090000,0.0047800000,4.00E-05,,,,,-320,15,7090,120,,,9.10E-03,2.00E-04,4.27E-04,7.00E-06,-38,8,-42,20,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Ti Oxide,KT1,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0004050000,0.0000510000,0.0024700000,1.10E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Corundum,T101,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0004150000,0.0000090000,0.0021200000,5.00E-05,,,,,-10,29,98,34,,,1.20E-05,4.00E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Corundum,T113,Nittler ApJ 2008,Tieschitz,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0004250000,0.0000150000,0.0022600000,6.00E-05,,,,,43,44,15,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Hibonite,UOC-H1,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0004480000,0.0000130000,0.0021300000,6.00E-05,,,,,-12,14,14900,150,,,1.30E-03,8.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Spinel,UOC-S2,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0008520000,0.0001330000,0.0054900000,1.40E-03,,,,,256,10,1020,17,,,4.80E-02,3.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Oxide,Spinel,UOC-S3,Nittler ApJ 2008,Ordinary Chondrites,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0008670000,0.0001070000,0.0067000000,3.80E-04,,,,,-235,11,342,17,,,1.80E-02,1.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U,Oxide,Corundum,KC23,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0058500000,0.0001800000,0.0021900000,6.00E-05,,,,,45,35,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U,Oxide,Corundum,KC33,Nittler ApJ 2008,Krymka,"CIW NanoSIMS, 6f, Wash U NanoSIMS",,,0.0082200000,0.0000600000,0.0006800000,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Corundum,83-5,Nittler LPSC 1993,Murchison,Wash U 3f,,,0.0007892248,0.0000224731,0.0015156288,4.81E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,OC11,Nittler LPSC 1999,Ordinary Chondrites,CIW 6f,,"mixed residue of Semarkona, Bishunpur, and Krymka",0.0004778000,0.0000122000,0.0017720000,6.04E-05,,,,,2.000332,5,-5.999804,7,0.00057,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,OC15,Nittler LPSC 1999,Ordinary Chondrites,CIW 6f,,"mixed residue of Semarkona, Bishunpur, and Krymka",0.0004018000,0.0000138000,0.0017000000,7.76E-05,,,,,20.99979,7,23.00036,9,0.0013,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Oxide,Spinel,OC3,Nittler LPSC 1999,Ordinary Chondrites,CIW 6f,,"mixed residue of Semarkona, Bishunpur, and Krymka",0.0010630000,0.0000520000,0.0018500000,6.00E-05,,,,,3.999829,9.000001,29.00016,11,0.0013,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Spinel,OC1,Nittler LPSC 1999,Ordinary Chondrites,CIW 6f,,"mixed residue of Semarkona, Bishunpur, and Krymka",0.0008932900,0.0000912000,0.0007961930,1.92E-04,,,,,-2.000213,5,8.000255,8,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Oxide,Spinel,OC2,Nittler LPSC 1999,Ordinary Chondrites,CIW 6f,,"mixed residue of Semarkona, Bishunpur, and Krymka",0.0012500000,0.0000731000,0.0000694000,1.34E-05,,,,,433.0001,10,1170,15,0.059,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oxide,Spinel,OC10,Nittler LPSC 1999,Ordinary Chondrites,CIW 6f,,"mixed residue of Semarkona, Bishunpur, and Krymka",0.0003489000,0.0000073900,0.0015860000,5.39E-05,,,,,-5.000353,4,-5.999804,7,0.00042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
